crop,N,P,K,temperature,humidity,ph,rainfall,yield
Mungbean,18.21,37.22,15.52,26.05,92.76,6.88,48.41,0.91
Apple,108.96,75.48,55.29,15.49,89.49,6.92,117.05,32.74
Mothbeans,22.25,44.53,17.98,29.75,46.25,7.07,56.16,0.86
Mothbeans,21.66,56.84,15.26,31.09,50.29,7.86,43.77,0.8
Orange,100.67,67.64,82.31,28.33,80.04,6.87,98.82,16.83
Grapes,109.05,71.42,114.16,20.05,92.69,6.84,76.78,25.34
Rice,80.32,47.4,44.22,27.37,77.7,6.32,154.81,4.13
Pomegranate,86.08,50.99,56.89,21.41,100.0,6.87,109.44,22.1
Muskmelon,88.04,37.82,44.6,29.02,100.0,6.14,30.84,18.56
Mothbeans,18.38,47.12,17.86,26.17,66.6,7.38,33.06,0.8
Grapes,116.99,38.79,94.4,20.12,71.02,6.58,79.49,23.29
Lentil,18.89,81.71,15.15,26.89,63.52,7.18,52.79,1.08
Pigeonpeas,21.11,60.86,21.33,27.8,37.89,6.16,188.98,1.68
Orange,132.25,57.98,65.16,22.49,84.01,6.87,114.57,16.79
Grapes,107.32,51.22,142.68,22.43,74.07,4.93,85.25,27.15
Coconut,24.41,14.56,24.94,26.0,88.12,6.3,247.16,10.62
Lentil,14.55,58.15,23.57,19.27,73.93,7.09,51.96,1.19
Mango,133.28,98.71,148.99,27.85,62.16,5.27,118.26,11.47
Jute,50.96,36.64,47.74,20.7,77.88,7.08,167.47,2.82
Coffee,111.14,91.58,87.73,26.97,73.4,6.66,132.33,1.39
Lentil,19.54,67.32,19.08,21.81,45.97,6.03,50.28,1.25
Banana,231.89,80.31,352.72,25.79,87.69,5.54,97.84,41.07
Chickpea,37.6,77.44,72.32,17.61,14.0,7.88,93.86,2.06
Mungbean,16.8,38.34,14.93,22.54,90.44,6.71,64.12,0.82
Watermelon,70.99,42.84,46.98,25.22,76.84,6.01,50.52,28.34
Blackgram,16.02,58.77,19.6,29.41,71.93,6.93,56.1,1.13
Lentil,18.6,47.32,14.78,24.41,67.48,6.07,56.11,1.2
Papaya,147.76,128.19,197.62,30.17,81.04,6.85,143.8,61.29
Jute,48.39,46.59,49.23,26.67,75.33,5.81,212.48,2.85
Banana,169.14,96.0,327.19,26.02,76.71,5.77,111.5,40.18
Jute,59.04,44.13,63.29,26.91,84.0,6.72,139.59,3.06
Coconut,28.31,13.77,31.14,21.98,78.74,6.39,178.13,11.87
Pigeonpeas,17.06,59.33,20.3,26.14,79.14,6.2,178.26,1.45
Mango,214.64,130.8,148.82,28.26,53.67,5.08,82.67,9.9
Grapes,131.51,63.39,112.65,22.0,84.76,6.7,46.59,26.29
Lentil,14.86,71.55,22.9,20.45,66.39,7.47,43.74,1.14
Blackgram,16.14,54.92,22.97,26.21,55.87,8.03,81.53,1.19
Banana,212.99,101.85,237.84,23.6,94.43,5.98,64.8,37.71
Banana,154.3,123.72,337.37,24.01,90.14,5.93,114.07,43.0
Maize,121.09,71.35,58.58,16.14,77.47,5.77,82.28,5.46
Maize,155.84,66.98,56.46,21.63,58.84,6.74,92.2,5.08
Orange,118.44,72.54,85.3,20.01,97.36,7.59,103.71,18.81
Cotton,95.93,48.37,50.27,28.86,93.98,6.54,231.86,2.22
Blackgram,10.83,67.63,17.85,33.89,55.11,7.47,65.57,1.15
Pomegranate,86.58,41.85,36.64,22.59,92.9,6.35,95.49,15.96
Jute,45.71,31.98,67.48,26.56,71.77,7.63,144.07,2.71
Pomegranate,100.4,41.92,47.99,21.75,99.63,5.21,128.32,20.7
Banana,160.18,79.31,371.18,25.92,77.29,6.33,120.59,38.03
Coffee,100.93,66.24,83.32,22.6,67.79,6.17,152.95,1.24
Maize,118.76,76.96,70.42,18.72,73.89,6.24,91.46,4.81
Mothbeans,23.37,37.01,18.43,25.53,43.3,6.88,65.06,0.85
Coffee,117.63,79.64,78.74,32.3,60.82,6.06,131.44,1.36
Mango,136.26,122.47,191.74,35.96,47.3,5.07,99.4,12.69
Coffee,108.67,73.43,79.65,22.16,48.97,6.88,118.48,1.41
Coffee,130.46,84.41,72.42,26.53,61.42,6.69,106.81,1.21
Watermelon,87.34,43.56,42.89,22.38,74.52,6.23,59.63,29.23
Kidneybeans,22.37,77.69,15.13,24.11,19.05,5.26,110.59,1.44
Watermelon,69.48,62.11,32.73,18.48,93.43,6.56,54.05,32.77
Grapes,104.58,60.66,140.0,26.51,87.36,6.1,78.42,28.29
Muskmelon,81.66,67.16,39.19,26.89,93.92,6.78,18.42,25.1
Coconut,24.24,17.26,35.04,26.2,82.36,5.42,146.4,14.26
Pomegranate,85.19,53.57,38.75,22.33,100.0,6.68,93.68,19.1
Muskmelon,88.92,56.29,47.7,29.95,87.82,6.46,32.15,26.08
Watermelon,89.54,47.89,53.12,24.78,86.6,6.94,52.84,25.47
Chickpea,48.65,82.19,83.35,25.34,10.0,7.85,60.44,2.28
Mothbeans,21.37,51.46,16.83,27.3,50.83,6.19,36.31,0.85
Coconut,22.7,16.43,28.87,27.08,94.23,5.85,188.35,12.39
Pigeonpeas,22.34,74.69,18.38,29.08,25.48,6.01,210.51,1.37
Rice,84.09,41.54,43.07,22.76,86.78,6.6,161.64,4.36
Watermelon,93.61,56.48,34.42,33.65,79.28,6.02,43.71,37.18
Rice,103.2,49.55,36.84,27.51,80.23,7.67,231.99,3.5
Lentil,17.11,69.15,18.81,17.54,82.52,6.24,43.95,1.27
Mungbean,21.93,47.79,19.0,27.08,88.68,6.77,40.1,1.15
Grapes,111.81,68.62,110.07,28.74,95.01,5.12,44.15,25.58
Kidneybeans,17.12,81.44,19.79,21.43,11.68,5.98,108.13,1.52
Kidneybeans,19.44,61.5,22.91,18.63,10.0,5.91,97.91,1.16
Cotton,92.92,42.85,63.2,22.64,75.73,6.34,209.43,2.87
Coconut,27.82,18.85,26.29,24.97,100.0,6.03,224.87,11.79
Apple,136.48,63.33,53.38,19.43,89.37,5.9,121.92,36.17
Kidneybeans,24.93,79.34,18.68,25.11,12.36,5.08,114.29,1.61
Lentil,19.0,53.51,21.22,20.3,81.95,6.92,68.23,1.05
Jute,58.15,44.8,63.56,24.48,86.86,7.14,197.57,2.99
Watermelon,74.24,61.03,52.24,21.59,90.85,6.34,53.82,30.63
Coffee,136.24,100.67,85.51,23.89,69.87,6.71,152.96,1.22
Muskmelon,82.75,45.63,36.78,27.79,86.56,6.19,20.43,20.66
Apple,119.77,65.88,53.05,19.74,100.0,4.84,61.74,29.96
Papaya,152.61,114.93,169.35,30.61,66.6,6.37,132.77,58.26
Chickpea,36.76,63.44,85.0,14.61,23.79,7.59,81.09,1.87
Cotton,89.49,52.28,46.12,23.69,81.46,7.1,95.04,2.76
Banana,156.45,89.88,317.59,24.58,65.6,6.36,92.53,45.8
Kidneybeans,21.21,62.46,16.89,21.73,18.74,5.1,107.66,1.3
Chickpea,36.56,67.98,71.41,21.58,17.62,7.24,76.94,2.2
Grapes,93.76,70.99,140.8,21.22,80.37,6.83,64.79,24.4
Mungbean,17.18,44.57,17.42,26.71,100.0,7.27,54.5,0.91
Mothbeans,21.69,49.91,15.98,29.21,65.05,6.61,44.62,0.82
Kidneybeans,22.11,71.04,25.29,19.64,29.65,5.89,97.66,1.56
Mango,146.55,111.17,123.05,31.2,43.77,6.17,96.59,11.85
Maize,137.62,69.41,45.86,20.54,70.9,6.78,55.17,5.1
Watermelon,104.45,49.23,51.26,27.37,82.6,6.57,52.86,34.16
Rice,72.85,41.0,43.15,23.77,62.82,6.63,212.42,3.41
Blackgram,15.12,48.05,15.16,22.22,62.66,6.55,80.54,0.99
Kidneybeans,19.13,63.93,17.38,24.24,26.83,6.23,100.53,1.17
Grapes,135.9,68.16,135.28,21.65,77.73,5.88,56.58,27.56
Apple,110.04,51.66,57.07,20.93,93.27,5.47,132.22,28.75
Maize,168.03,71.44,53.57,21.03,68.34,6.16,82.51,5.46
Pomegranate,100.33,57.23,40.46,25.47,86.52,6.29,122.23,17.96
Maize,131.84,72.62,52.28,26.54,63.68,5.76,95.74,4.59
Watermelon,77.47,51.11,45.62,27.13,96.32,6.87,30.12,38.19
Coconut,30.17,15.65,24.38,27.17,90.31,6.73,188.17,9.72
Cotton,90.96,42.43,51.49,24.92,67.41,7.06,216.2,1.93
Pigeonpeas,17.62,57.32,18.73,23.96,52.32,6.04,206.23,1.64
Chickpea,29.82,60.78,83.39,20.13,10.0,6.82,84.89,2.15
Orange,110.03,51.78,78.3,16.09,87.73,7.22,125.89,16.53
Cotton,95.43,63.1,39.72,22.5,83.78,6.87,145.74,2.47
Coconut,30.35,17.32,28.75,21.46,95.25,5.51,143.5,11.77
Apple,84.63,58.2,69.03,18.83,76.48,5.38,66.2,25.28
Muskmelon,78.3,58.55,62.21,26.77,96.28,6.05,25.22,24.91
Watermelon,97.61,46.59,58.17,25.03,87.59,6.79,39.61,38.79
Papaya,190.41,126.82,194.06,32.24,86.26,5.9,101.91,59.87
Coconut,24.79,12.37,17.44,28.56,100.0,5.28,223.63,9.11
Rice,80.99,40.81,41.33,26.87,95.37,6.64,196.16,3.2
Kidneybeans,21.29,66.9,18.92,23.05,23.11,5.14,125.87,1.24
Jute,57.96,29.75,69.1,25.15,86.09,7.07,184.44,2.67
Lentil,17.82,73.07,20.45,26.54,59.52,6.68,33.93,1.4
Cotton,126.5,54.24,36.89,22.46,83.5,6.92,226.05,2.67
Jute,47.92,35.99,50.98,25.41,64.63,7.68,187.85,2.79
Papaya,182.54,105.36,171.15,33.39,83.68,6.36,128.68,53.69
Pigeonpeas,14.04,69.26,16.06,23.74,61.38,5.99,163.63,1.81
Rice,84.96,52.16,44.81,25.15,82.23,6.01,213.55,3.78
Muskmelon,108.18,52.43,62.31,31.16,100.0,6.25,28.63,24.15
Grapes,115.99,65.76,110.58,21.72,75.65,6.12,72.32,26.91
Orange,109.74,54.02,90.6,21.05,84.56,6.61,85.39,16.54
Lentil,16.81,61.62,18.2,22.29,76.15,7.71,43.44,1.09
Grapes,129.05,57.23,130.3,22.55,88.04,4.82,71.44,21.17
Chickpea,30.56,74.52,106.88,19.04,16.31,7.56,42.36,2.31
Coffee,124.61,100.33,81.99,26.1,71.9,6.86,106.07,1.47
Apple,110.33,76.3,68.5,23.5,85.52,5.72,78.94,37.79
Chickpea,36.45,82.14,85.76,16.26,10.0,7.41,81.32,2.15
Rice,82.13,31.18,38.64,24.59,67.3,6.17,166.04,3.77
Jute,47.8,48.14,74.29,26.08,91.05,6.76,227.66,2.66
Mothbeans,23.82,51.16,15.37,23.75,46.15,6.34,55.58,0.95
Maize,154.47,81.07,52.61,19.63,62.78,7.03,50.7,4.66
Blackgram,11.39,67.36,19.53,30.55,74.05,7.49,75.66,1.28
Banana,221.98,130.96,318.82,28.43,91.86,5.71,71.41,40.19
Mungbean,18.38,50.07,19.4,31.29,71.55,5.56,34.72,1.12
Orange,139.19,66.72,81.42,19.47,89.51,7.63,93.97,17.72
Chickpea,36.8,64.04,54.7,15.15,12.06,7.27,78.73,2.14
Orange,120.24,51.06,80.92,30.79,93.54,8.13,118.3,16.97
Muskmelon,78.27,53.49,39.39,29.5,100.0,5.35,22.01,25.81
Banana,164.1,108.5,285.91,31.71,77.96,5.96,112.17,44.89
Pomegranate,100.96,51.22,46.83,22.35,100.0,6.73,85.32,18.73
Rice,73.48,28.74,40.98,25.82,76.14,5.43,245.79,3.67
Coconut,18.25,18.23,28.22,26.93,95.51,4.95,191.34,11.81
Cotton,103.9,36.29,57.72,24.11,85.42,7.38,205.76,2.13
Kidneybeans,24.89,77.91,23.11,18.2,10.0,5.51,104.86,1.42
Maize,106.74,78.67,48.9,21.59,44.41,6.12,110.64,5.85
Jute,49.96,40.08,52.97,26.35,92.02,6.97,202.29,2.68
Mango,157.74,109.36,168.38,34.83,64.15,6.37,83.36,12.0
Coconut,24.12,16.61,24.3,27.65,93.49,6.28,220.1,13.17
Coffee,141.74,67.37,89.97,30.23,61.77,7.34,155.03,1.19
Kidneybeans,20.95,79.86,18.85,21.9,25.57,4.77,101.2,1.51
Orange,127.52,50.51,53.35,23.19,88.04,6.62,127.06,17.06
Lentil,15.86,75.15,19.85,27.02,69.15,6.72,27.12,0.99
Chickpea,41.95,66.65,78.97,14.2,19.81,7.0,84.55,2.23
Jute,54.98,50.55,80.13,20.84,85.83,7.2,170.31,2.98
Coffee,110.73,64.24,72.67,28.25,66.74,7.25,181.75,1.35
Blackgram,14.48,62.04,19.08,31.51,64.64,6.69,84.58,1.15
Chickpea,49.4,60.19,58.88,20.15,12.9,7.12,76.07,2.67
Watermelon,68.62,46.49,59.95,28.23,81.65,6.85,64.32,28.69
Apple,110.54,70.39,50.45,18.82,97.8,5.63,105.33,34.1
Coconut,26.27,18.35,36.95,27.27,96.71,5.98,212.18,13.24
Banana,204.68,120.11,312.17,24.04,100.0,5.62,121.39,50.26
Banana,178.47,89.65,330.97,31.44,84.36,5.38,79.62,33.15
Lentil,17.76,76.97,14.47,23.71,57.66,6.61,41.24,1.28
Cotton,104.99,60.49,52.42,18.51,76.78,6.72,190.34,2.39
Blackgram,14.24,70.37,24.08,27.4,90.15,7.59,76.35,1.24
Grapes,84.54,68.58,142.65,22.8,80.39,6.22,88.58,25.31
Banana,144.14,50.39,289.84,26.4,72.33,6.43,112.11,34.82
Mango,155.67,112.67,122.01,27.08,58.85,6.2,102.15,10.38
Blackgram,14.69,65.22,16.41,30.17,58.55,6.51,89.07,1.02
Cotton,95.63,41.95,51.77,24.02,87.5,6.72,211.61,2.43
Mango,155.12,119.23,168.25,30.03,37.51,5.71,90.38,10.83
Lentil,16.82,49.72,19.62,27.39,74.65,7.53,40.19,1.3
Mungbean,18.68,46.99,25.38,27.68,98.37,7.8,53.19,1.14
Papaya,158.9,86.36,160.67,33.76,86.34,6.5,194.55,45.77
Mango,110.88,106.86,154.7,30.18,48.87,5.69,137.39,10.35
Chickpea,40.63,64.28,66.57,19.47,23.44,7.45,60.01,2.28
Grapes,168.5,49.91,128.7,20.27,85.76,5.95,74.01,26.28
Watermelon,68.58,55.32,47.83,28.31,99.37,6.44,56.09,32.56
Muskmelon,76.73,59.48,64.98,24.53,83.95,5.71,21.33,24.21
Mothbeans,18.92,44.86,26.73,29.33,59.07,6.73,55.16,0.97
Orange,161.55,46.06,86.65,18.08,89.14,7.44,140.71,20.31
Jute,58.55,25.13,41.08,23.38,68.89,7.02,169.9,2.64
Chickpea,26.41,58.63,69.81,17.92,17.92,7.74,94.53,1.82
Cotton,108.59,55.62,54.28,23.96,76.13,6.95,179.13,2.92
Coconut,19.77,14.49,35.21,26.27,90.3,6.16,151.11,9.33
Lentil,15.32,48.72,21.84,27.37,68.54,6.34,37.26,1.25
Blackgram,16.13,55.06,18.48,27.91,64.88,7.22,78.57,1.14
Muskmelon,97.13,53.04,57.55,28.35,100.0,6.16,30.87,25.08
Mungbean,23.47,42.47,14.38,27.27,90.69,7.18,41.78,1.0
Grapes,111.04,87.49,160.16,18.44,98.13,5.47,75.31,23.47
Rice,90.07,36.72,37.76,18.82,92.69,5.84,218.17,3.96
Banana,215.77,77.21,294.3,26.07,84.77,5.77,124.53,46.19
Kidneybeans,15.73,59.91,24.53,20.09,16.35,6.16,137.7,1.34
Banana,121.19,93.69,248.63,24.24,68.92,5.5,116.46,42.07
Chickpea,26.53,82.13,96.38,18.27,10.76,7.17,72.21,2.5
Mango,112.52,108.45,127.23,35.96,53.86,5.56,92.24,10.24
Jute,38.5,35.86,50.65,24.35,63.12,7.15,193.04,2.06
Apple,128.33,72.99,53.26,18.85,93.65,4.83,119.57,29.07
Coconut,30.79,14.94,22.42,27.29,100.0,5.47,155.22,10.89
Banana,221.54,109.47,250.5,27.42,79.8,4.67,73.26,39.89
Pomegranate,89.29,45.57,62.92,20.57,80.86,6.1,108.06,17.68
Cotton,71.35,48.06,37.03,23.29,87.02,6.87,181.86,2.32
Coconut,23.94,18.66,35.02,26.63,88.42,5.8,167.21,11.88
Mungbean,18.82,43.08,19.99,21.36,100.0,6.09,60.91,1.02
Cotton,107.67,37.67,56.41,19.23,88.97,6.54,216.11,2.46
Orange,95.77,58.2,80.37,21.5,77.88,6.98,152.03,19.47
Grapes,141.08,62.0,141.17,29.82,85.66,6.02,95.55,25.58
Mango,143.65,86.62,118.36,31.96,84.8,5.84,42.33,8.56
Jute,56.01,48.58,67.89,26.49,84.26,6.57,157.33,2.63
Coconut,25.05,14.75,25.03,30.39,91.88,5.64,202.29,11.38
Pomegranate,107.46,48.83,54.46,22.05,81.58,6.37,70.54,17.82
Orange,146.67,62.78,68.81,22.44,91.55,8.31,97.79,19.59
Coconut,35.64,17.93,30.45,28.2,100.0,5.37,156.61,10.03
Coffee,121.68,90.56,110.59,23.47,78.94,6.24,199.21,1.44
Lentil,14.41,64.19,15.94,16.8,74.13,7.45,46.16,1.21
Lentil,18.35,65.27,17.21,23.55,56.87,7.0,36.85,1.17
Maize,148.04,60.7,57.94,21.17,65.01,5.19,89.74,4.94
Rice,91.9,37.91,37.57,21.17,74.76,5.89,230.74,3.8
Orange,135.1,70.99,74.58,20.01,93.21,7.0,106.24,19.7
Apple,113.39,65.09,59.13,20.21,100.0,5.11,105.44,35.56
Apple,121.61,64.24,70.66,19.81,100.0,6.19,136.19,24.58
Mango,177.28,118.27,172.21,39.45,69.54,5.15,73.48,10.93
Mungbean,22.29,48.76,23.13,23.49,88.91,7.1,29.93,1.25
Maize,111.08,73.33,48.79,22.33,57.82,6.57,102.99,4.97
Blackgram,17.89,55.58,19.29,24.5,93.89,6.69,74.02,1.28
Cotton,121.86,69.03,57.53,22.37,75.69,6.85,200.0,2.64
Chickpea,37.23,75.06,85.65,12.15,26.79,6.91,55.58,2.36
Orange,101.42,59.49,54.55,14.66,74.95,7.27,126.46,15.09
Cotton,103.93,50.48,51.6,19.89,93.96,7.43,136.14,2.51
Banana,168.23,102.26,348.06,27.26,85.24,6.71,75.01,44.03
Kidneybeans,22.23,50.9,18.62,20.92,19.25,5.93,89.58,1.31
Mothbeans,15.43,44.81,20.76,28.3,28.17,6.67,50.2,0.75
Pomegranate,98.38,41.75,59.44,25.83,91.85,6.25,111.46,19.28
Pigeonpeas,22.26,64.52,18.18,31.83,39.29,5.33,169.74,1.51
Grapes,111.16,70.45,89.23,23.06,83.81,5.76,74.43,24.66
Coconut,23.73,15.63,22.18,30.83,80.99,6.19,140.2,10.49
Mango,120.1,96.54,141.69,33.95,53.56,6.13,144.46,10.87
Grapes,152.91,67.47,109.84,28.21,87.11,4.98,68.41,24.52
Papaya,198.87,129.81,212.01,32.06,99.09,7.21,130.05,63.48
Coconut,27.86,20.09,32.08,24.69,100.0,5.59,119.07,13.54
Orange,125.48,49.82,78.86,21.68,98.35,7.09,104.37,16.09
Papaya,159.76,112.33,196.6,34.16,93.11,7.28,164.11,63.03
Coconut,29.53,22.55,28.92,29.23,97.52,5.22,151.52,14.34
Coconut,28.99,20.09,37.82,29.07,100.0,5.83,208.25,12.82
Orange,105.47,60.86,83.61,22.47,79.91,7.75,148.02,16.28
Watermelon,75.66,62.43,50.82,22.73,98.35,6.84,51.84,32.29
Papaya,138.0,138.93,147.56,29.92,73.23,6.65,130.5,53.08
Mungbean,22.77,27.09,20.44,29.68,80.35,6.92,41.69,0.77
Cotton,111.79,60.19,57.82,18.44,93.09,6.17,219.17,3.01
Kidneybeans,17.7,63.63,21.3,20.86,12.77,5.8,74.19,1.07
Apple,109.38,76.14,62.2,18.85,93.27,5.49,89.24,29.92
Coconut,21.74,16.41,33.14,20.66,80.06,4.7,152.17,11.66
Pomegranate,109.5,48.45,60.06,18.93,90.53,5.66,86.44,19.82
Mungbean,19.74,47.27,19.52,25.12,77.08,6.21,53.85,1.0
Maize,129.58,74.12,51.3,30.48,69.97,5.32,90.25,4.97
Jute,42.45,34.61,47.28,28.01,100.0,7.25,130.72,2.86
Chickpea,42.39,67.71,85.43,16.29,10.0,7.31,82.81,2.21
Maize,125.75,71.73,57.25,23.02,52.59,6.1,81.36,4.49
Pomegranate,77.15,42.13,48.33,17.41,100.0,6.46,90.08,20.83
Kidneybeans,20.56,67.47,19.8,18.98,17.13,5.44,84.69,1.17
Muskmelon,90.92,63.26,38.35,33.04,86.59,6.62,14.2,25.03
Pigeonpeas,21.56,86.64,21.99,28.16,34.21,5.28,170.78,1.6
Pomegranate,98.38,46.71,51.58,18.96,97.86,6.8,80.67,19.8
Kidneybeans,15.83,68.82,16.81,16.27,10.0,5.67,70.62,1.28
Grapes,144.44,49.31,123.26,24.7,82.55,5.39,66.37,25.51
Banana,145.83,89.45,348.47,29.82,76.42,6.11,106.77,40.8
Grapes,87.9,67.04,107.57,26.63,97.87,5.9,60.83,24.04
Pigeonpeas,19.47,54.51,23.49,24.56,55.73,6.14,162.48,1.75
Mothbeans,19.45,55.93,16.94,26.67,66.01,6.42,32.83,0.89
Cotton,110.09,54.77,49.93,21.27,77.67,6.97,182.83,2.69
Jute,56.26,40.64,49.64,19.35,80.48,6.84,207.46,2.83
Muskmelon,74.61,46.04,55.61,26.61,94.86,6.48,18.78,24.07
Maize,145.93,74.03,42.83,21.49,62.9,6.68,84.09,4.94
Coffee,107.05,81.44,90.36,25.8,67.56,6.88,158.64,1.53
Rice,90.9,47.19,39.69,22.12,85.67,5.44,214.89,3.51
Mothbeans,19.26,56.99,18.95,23.52,51.32,7.45,49.87,0.94
Pomegranate,118.3,58.61,54.78,22.73,91.24,5.74,101.7,21.21
Grapes,125.64,45.36,119.09,20.08,65.06,6.29,63.78,25.08
Mungbean,17.59,45.59,22.76,26.02,80.99,6.82,47.88,1.01
Cotton,69.58,46.95,47.55,19.07,78.85,6.42,132.43,2.18
Coconut,23.33,17.47,35.2,26.39,73.99,5.59,215.22,13.41
Mango,108.84,105.6,153.8,30.72,46.99,6.41,87.48,9.39
Cotton,114.7,48.0,51.65,22.74,77.61,7.04,192.04,2.53
Mungbean,17.5,43.26,21.03,29.07,82.21,6.77,42.57,1.13
Orange,113.8,54.81,89.92,19.01,97.36,7.61,143.4,15.45
Rice,92.79,35.56,50.64,23.89,76.15,6.93,184.93,3.37
Rice,80.24,33.36,41.28,25.83,80.54,6.04,248.34,2.83
Coffee,158.65,74.51,85.86,26.64,66.78,6.2,203.7,1.24
Lentil,19.09,66.13,15.02,25.0,64.98,7.09,41.28,0.99
Jute,36.51,34.96,74.63,26.46,66.14,5.81,172.04,2.92
Pomegranate,99.12,44.03,49.65,20.1,98.21,6.03,120.1,20.73
Mungbean,17.14,55.46,21.54,27.08,100.0,6.79,56.12,1.06
Orange,78.82,60.17,82.0,27.5,80.5,6.24,96.69,18.52
Watermelon,86.05,59.64,44.6,25.39,82.13,6.46,51.04,34.14
Watermelon,76.6,55.92,49.74,23.6,83.47,5.9,55.28,33.71
Kidneybeans,20.85,70.45,12.76,20.65,19.92,6.17,99.39,1.18
Rice,90.11,40.77,43.39,19.85,74.99,6.18,129.64,3.65
Maize,153.07,70.31,41.49,27.08,59.26,6.65,118.34,4.42
Coconut,29.81,18.78,31.71,27.14,100.0,5.93,182.99,12.05
Kidneybeans,17.66,52.3,18.11,22.27,14.64,5.62,127.56,1.18
Mothbeans,21.5,49.25,17.28,28.78,50.47,7.27,54.07,0.87
Papaya,149.33,84.36,181.61,38.81,100.0,5.93,190.75,51.54
Kidneybeans,22.57,63.6,14.97,22.96,10.0,6.16,120.34,1.01
Coconut,30.53,18.17,24.23,25.31,94.49,6.09,176.12,11.64
Cotton,124.0,47.92,49.61,21.71,80.21,5.98,264.14,2.93
Kidneybeans,21.48,63.71,18.58,17.47,11.72,5.46,118.08,1.5
Pigeonpeas,25.53,61.23,18.71,28.56,43.92,5.9,92.31,1.71
Grapes,121.73,75.43,144.29,22.49,86.13,5.25,68.88,26.6
Pigeonpeas,21.11,67.81,18.08,27.62,45.01,6.27,167.48,1.63
Chickpea,43.07,59.64,88.0,17.81,13.89,7.71,80.33,2.06
Rice,83.77,56.43,29.01,22.05,100.0,5.7,230.94,3.99
Mango,156.87,76.61,129.51,30.34,52.07,5.36,78.56,10.09
Kidneybeans,17.6,60.94,21.86,23.61,26.15,5.34,147.93,1.4
Chickpea,46.43,67.34,64.08,16.6,14.58,7.05,58.5,2.1
Coconut,23.67,18.06,31.47,26.78,100.0,6.64,148.25,13.69
Chickpea,30.32,65.25,78.54,11.11,25.78,7.16,92.3,2.03
Mothbeans,22.32,51.2,20.44,29.68,42.39,6.68,63.26,1.0
Blackgram,16.63,73.7,19.11,29.71,59.78,7.23,56.6,1.12
Rice,117.9,40.19,40.62,22.79,58.62,6.71,152.75,3.22
Watermelon,90.34,62.94,56.28,24.31,90.95,7.21,65.15,32.88
Pomegranate,98.54,45.35,52.77,15.38,94.86,7.46,98.62,18.53
Rice,102.41,28.91,44.25,22.88,98.6,6.44,204.57,3.35
Cotton,112.59,55.57,60.19,24.56,70.51,6.95,164.21,2.83
Chickpea,34.24,62.47,75.79,15.4,10.0,7.43,98.43,1.97
Mungbean,19.07,41.2,19.36,29.75,77.78,6.88,42.74,1.03
Mango,153.2,114.3,165.94,34.61,47.68,5.52,113.94,12.28
Cotton,97.93,42.25,45.59,22.37,85.79,7.32,210.45,2.39
Papaya,175.68,147.72,200.48,35.11,100.0,6.13,74.72,57.56
Cotton,115.17,49.44,60.46,24.15,73.92,6.54,248.14,2.69
Papaya,164.59,134.06,205.95,31.87,84.82,7.1,99.18,53.27
Chickpea,36.72,62.72,76.64,21.4,19.18,7.03,65.95,2.08
Watermelon,89.07,51.14,45.86,25.28,75.42,7.25,64.25,36.17
Watermelon,81.99,56.84,55.39,21.92,85.34,6.37,65.68,38.97
Orange,138.11,65.77,71.74,28.53,98.51,6.7,108.32,18.83
Mothbeans,21.78,47.83,17.4,28.06,46.77,6.36,26.72,0.85
Apple,98.54,68.96,62.87,20.77,94.58,5.18,96.47,28.36
Grapes,103.93,70.96,134.62,28.66,80.59,5.95,87.31,23.8
Mango,136.43,97.87,130.63,31.33,54.05,5.57,81.93,8.61
Pomegranate,86.83,41.33,42.05,26.59,100.0,6.64,106.83,16.14
Chickpea,49.98,73.63,93.26,15.09,22.66,7.6,71.2,2.49
Orange,156.46,56.37,82.81,25.2,97.22,6.8,115.7,20.3
Mungbean,25.3,42.65,21.07,24.26,83.01,6.2,38.66,0.94
Mothbeans,20.56,70.63,24.0,29.02,51.32,6.84,52.96,1.01
Coconut,29.34,17.42,37.07,27.07,100.0,5.64,216.4,12.69
Apple,163.44,58.42,59.83,16.96,91.01,5.57,95.03,29.02
Grapes,133.61,78.23,116.91,21.83,71.64,6.17,60.36,26.5
Cotton,98.74,42.16,65.32,17.1,89.19,7.72,200.07,2.35
Coffee,135.03,76.67,89.71,27.35,48.22,7.28,99.14,1.2
Apple,130.61,51.11,45.15,20.34,86.08,5.93,94.29,30.64
Rice,77.65,56.17,49.58,27.7,79.6,5.4,220.12,3.29
Pigeonpeas,22.59,77.63,19.64,23.3,44.13,6.39,122.56,1.55
Maize,155.69,63.48,56.99,26.25,61.89,6.52,71.32,5.57
Muskmelon,75.22,44.65,58.93,26.58,90.79,5.97,25.66,22.08
Blackgram,14.1,69.07,21.14,33.62,57.09,7.53,63.49,1.29
Mango,124.79,73.61,139.7,29.45,30.55,5.63,59.0,8.52
Grapes,129.69,67.76,108.12,15.15,75.54,6.26,56.44,25.99
Jute,31.18,45.51,62.49,23.96,81.32,7.08,146.79,2.77
Chickpea,42.89,55.46,82.73,21.73,28.38,7.7,79.66,2.24
Cotton,103.93,31.17,39.0,22.66,86.22,7.53,181.18,2.21
Pomegranate,105.11,53.39,53.14,25.53,95.75,6.37,85.38,20.42
Pomegranate,107.6,42.33,48.51,24.85,97.63,6.03,93.19,19.11
Grapes,126.68,62.51,120.46,25.14,82.21,6.23,72.01,26.53
