crop,N,P,K,temperature,humidity,ph,rainfall,yield
Apple,65,43,117,19.8,76.9,5.3,132.4,10.07
Apple,129,42,141,19.6,89.9,5.56,102.9,11.74
Apple,116,66,133,19.6,94.9,5.87,99.0,12.07
Apple,140,54,75,25.5,79.2,6.3,103.9,11.0
Apple,84,37,113,24.3,75.9,5.47,102.5,10.86
Orange,70,45,84,24.6,78.5,6.67,89.8,15.46
Orange,90,44,105,21.5,94.6,7.84,92.3,16.39
Orange,107,68,78,20.9,90.5,6.52,129.0,16.92
Orange,89,66,106,20.3,96.0,6.17,122.0,17.24
Orange,126,32,133,25.8,103.8,7.71,94.4,15.85
Orange,75,65,124,19.3,107.4,7.97,121.5,17.16
Orange,95,44,67,25.7,90.4,6.16,125.0,14.91
Orange,126,57,103,25.9,81.6,6.87,92.1,17.72
Orange,71,51,60,18.9,90.0,7.54,123.3,15.55
Orange,106,57,100,26.7,86.7,6.03,111.0,17.22
Orange,133,63,133,18.9,107.9,6.64,106.0,18.47
Orange,66,65,112,27.2,87.5,7.79,94.4,16.79
Orange,138,70,92,25.5,94.7,7.38,99.8,17.31
Orange,90,69,107,26.3,74.2,7.12,101.2,16.52
Orange,99,38,90,23.9,88.6,7.25,117.1,15.54
Orange,100,50,94,19.6,80.5,6.03,128.6,16.14
Orange,94,36,142,26.6,86.1,5.97,89.5,15.49
Orange,63,65,83,22.8,108.1,6.29,110.8,15.64
Orange,70,43,86,24.1,106.1,7.79,109.8,15.67
Orange,102,57,100,20.9,110.3,6.78,98.2,16.54
Orange,118,48,136,24.6,105.8,7.67,127.1,16.84
Orange,128,69,129,23.5,75.0,7.8,106.0,18.16
Orange,108,54,81,22.1,87.2,6.34,89.5,17.19
Orange,100,36,74,24.3,83.6,7.5,127.4,16.29
Orange,137,39,64,19.8,78.8,6.44,104.2,15.66
Orange,66,52,99,22.9,107.9,7.15,100.9,16.24
Orange,70,52,91,25.4,73.8,7.05,113.5,16.73
Orange,136,61,109,20.2,74.3,6.55,114.3,17.68
Orange,124,32,129,27.1,86.7,6.65,93.7,16.92
Orange,110,32,75,27.3,86.5,6.62,94.1,16.16
Orange,123,38,105,24.7,90.7,7.49,96.8,17.27
Orange,64,37,140,22.8,108.7,6.47,130.3,16.44
Orange,69,57,133,23.0,81.3,6.03,105.8,17.14
Orange,112,51,88,25.2,89.4,6.42,131.0,16.63
Orange,61,51,112,23.2,82.5,7.1,94.0,16.48
Orange,138,48,136,18.5,108.1,7.19,89.7,17.31
Orange,99,69,104,23.1,74.1,7.36,117.4,17.29
Orange,89,65,79,23.8,106.2,7.14,100.1,16.45
Orange,76,30,81,25.8,93.8,6.38,105.1,16.09
Orange,84,65,65,27.3,90.4,6.16,118.4,15.98
Orange,131,40,70,22.3,104.9,7.03,102.1,16.55
Orange,102,39,110,22.2,78.9,7.26,89.5,15.88
Orange,113,51,123,21.7,104.8,7.85,98.5,16.97
Orange,135,39,93,20.1,75.3,6.25,98.3,16.72
Orange,85,50,64,24.5,98.0,7.23,93.2,15.54
Orange,67,32,84,21.8,108.1,5.97,89.5,14.59
Orange,132,56,140,26.8,97.4,7.74,126.4,16.85
Orange,117,64,73,20.6,100.3,6.38,129.4,16.54
Orange,131,39,101,26.1,88.7,7.48,99.4,16.27
Orange,121,34,112,21.6,103.2,7.07,114.8,16.96
Orange,130,36,75,26.0,98.8,7.68,131.1,15.15
Orange,119,55,117,24.6,88.4,6.12,127.3,16.38
Orange,136,66,121,21.6,110.2,7.64,131.7,17.93
Orange,64,49,94,22.7,91.6,6.3,129.5,16.21
Orange,103,40,71,20.9,87.3,6.26,94.1,16.07
Orange,116,33,100,23.0,77.6,7.63,105.1,16.68
Orange,140,49,90,22.4,89.7,6.84,88.9,16.19
Orange,81,35,78,21.3,98.6,6.34,90.8,15.91
Orange,91,35,131,26.5,109.7,6.77,120.9,15.78
Orange,88,51,60,24.7,83.0,6.22,90.8,15.17
Orange,90,45,142,21.2,88.6,6.93,98.9,17.08
Orange,78,51,99,25.9,103.8,6.33,123.4,15.5
Orange,123,65,119,27.4,89.8,7.11,89.1,17.98
Orange,77,42,72,24.8,76.0,6.35,90.6,15.48
Orange,102,65,116,19.5,87.4,6.69,121.4,16.56
Orange,106,55,132,26.5,92.2,5.98,93.4,16.34
Orange,67,53,140,21.2,108.3,6.17,124.5,17.08
Orange,134,32,70,19.5,95.3,5.96,118.7,16.14
Orange,64,63,120,25.6,87.9,6.83,99.8,17.1
Orange,99,51,76,23.7,80.8,6.44,107.2,16.45
Orange,78,65,105,21.8,89.9,7.09,113.4,16.98
Orange,142,50,101,19.4,85.9,7.16,100.8,16.79
Orange,79,36,81,22.0,87.8,7.07,92.7,15.83
Orange,87,52,111,18.4,96.3,7.31,118.9,15.9
Orange,76,38,110,22.4,74.3,6.23,100.4,15.02
Orange,127,44,65,25.5,93.5,7.33,90.2,16.69
Orange,141,40,77,24.2,84.1,6.67,109.0,16.03
Orange,106,69,132,24.1,107.3,6.79,118.8,17.52
Orange,129,55,75,25.3,94.5,7.71,122.2,16.03
Orange,105,62,91,26.4,82.8,7.62,108.1,16.41
Orange,66,30,138,24.7,86.7,6.4,107.7,15.87
Orange,141,61,133,26.5,89.6,7.39,108.3,18.51
Orange,99,33,87,24.8,84.2,7.35,94.7,16.45
Orange,112,31,140,25.0,87.1,7.79,108.9,17.23
Orange,73,67,133,25.0,99.2,7.1,106.3,17.31
Orange,125,32,108,20.9,85.1,7.94,119.4,16.92
Orange,74,34,99,22.2,99.2,7.6,95.2,15.25
Orange,114,40,66,19.0,81.7,7.24,88.1,15.02
Orange,101,32,97,26.6,88.3,7.98,90.3,15.83
Orange,124,36,70,27.2,83.8,7.68,129.0,15.74
Orange,124,48,81,18.5,76.0,7.19,94.4,16.78
Orange,89,48,89,25.8,85.8,7.94,115.8,16.73
Orange,94,57,70,19.9,105.0,7.78,88.3,15.59
Orange,86,43,138,18.8,98.0,7.63,88.9,15.85
Orange,112,55,104,19.9,98.0,6.95,125.8,17.54
Orange,110,39,89,24.4,80.1,7.12,95.4,15.74
Orange,135,35,117,23.4,74.1,6.08,120.7,16.42
Orange,100,69,117,27.2,93.7,7.18,111.0,16.96
Orange,77,58,130,25.1,101.9,7.27,96.4,17.54
Orange,101,58,71,23.5,75.6,7.02,97.6,16.77
Orange,132,53,104,25.6,82.9,7.97,115.0,16.32
Orange,76,34,114,20.4,82.2,6.16,96.5,16.29
Orange,64,47,71,26.1,84.8,6.71,89.1,15.78
Orange,121,61,122,24.5,108.3,7.24,112.3,17.07
Orange,141,38,117,22.9,98.2,7.52,98.1,16.27
Orange,129,53,111,26.0,95.2,7.4,111.4,17.48
Orange,102,41,103,18.5,108.4,6.68,102.7,15.89
Orange,83,42,131,26.5,90.6,6.82,90.3,16.22
Orange,98,41,104,19.0,104.3,7.26,111.3,16.97
Orange,137,52,141,19.4,78.8,7.27,100.8,17.26
Orange,78,56,98,25.5,94.7,5.99,98.5,15.83
Orange,97,31,80,18.5,110.0,5.97,106.9,14.82
Orange,69,67,121,23.9,90.8,6.91,122.6,17.78
Orange,116,39,61,18.9,80.0,8.0,120.7,16.13
Orange,73,66,136,21.8,92.7,7.13,91.2,16.77
Orange,70,33,78,24.8,92.3,7.86,115.1,14.69
Orange,94,66,133,18.5,102.8,7.53,91.5,16.67
Orange,142,36,81,26.9,94.1,7.96,120.6,16.33
Orange,89,63,120,23.6,92.3,7.26,117.1,18.21
Orange,89,60,85,21.7,84.4,7.15,125.0,17.13
Orange,113,63,77,24.7,76.0,7.47,90.2,16.58
Orange,126,39,89,21.7,105.6,6.01,113.9,16.26
Orange,116,46,129,26.2,104.5,7.49,125.2,16.98
Orange,71,60,109,19.1,105.7,7.32,125.1,16.85
Orange,100,43,133,22.6,91.3,6.29,125.8,16.27
Orange,94,67,139,27.1,77.7,6.18,132.0,16.9
Orange,76,71,130,21.5,77.4,6.15,109.7,17.52
Orange,72,57,86,20.1,90.3,6.39,116.3,15.86
Orange,66,34,119,20.2,109.0,6.66,122.3,15.74
Orange,93,43,81,18.6,85.7,6.97,113.7,16.04
Orange,78,67,74,22.9,108.9,5.98,91.7,15.9
Orange,96,44,63,21.8,104.1,7.32,88.4,16.11
Orange,62,52,94,21.6,79.6,6.59,94.9,16.32
Orange,113,36,134,22.7,104.0,7.05,99.5,17.73
Orange,84,71,64,19.1,88.4,6.66,94.1,16.17
Orange,79,60,131,23.3,106.5,7.38,118.3,17.67
Orange,87,32,107,19.9,95.9,6.74,100.2,15.47
Orange,61,54,122,26.9,74.6,7.32,109.5,16.91
Orange,77,45,69,24.9,109.1,7.04,108.7,15.51
Orange,61,61,74,23.7,91.8,7.12,96.4,15.62
Orange,81,30,82,22.1,96.6,6.69,93.3,14.81
Orange,100,41,131,18.7,97.3,7.81,131.8,16.79
Orange,130,51,90,20.2,89.4,7.36,120.0,17.09
Orange,95,30,74,18.6,94.4,7.06,130.3,15.96
Orange,118,49,64,21.2,88.5,6.65,130.3,16.78
Orange,84,31,105,23.0,106.1,6.98,96.7,15.18
Orange,127,38,85,19.2,102.6,6.58,110.9,15.7
Orange,124,30,119,22.3,75.7,7.0,122.4,17.15
Orange,85,35,68,25.4,82.1,7.83,130.9,15.73
Orange,134,50,131,19.7,86.5,7.01,124.2,17.17
Orange,83,42,77,20.0,97.3,7.96,114.4,16.08
Orange,89,39,130,20.5,74.7,7.41,128.0,15.72
Orange,75,54,62,26.7,97.2,6.48,100.1,15.01
Orange,100,35,124,20.1,101.3,6.34,94.0,16.61
Orange,79,61,134,18.5,82.1,7.32,115.9,16.26
Orange,102,52,120,25.7,98.6,7.5,131.8,15.88
Orange,113,35,95,25.4,74.7,6.55,124.8,16.49
Orange,127,46,109,24.5,91.8,6.92,118.2,16.71
Orange,71,53,76,24.3,90.9,7.49,128.7,15.28
Orange,97,44,143,26.3,90.9,7.03,125.8,17.09
Orange,61,60,119,20.5,95.8,7.51,107.3,17.41
Orange,75,38,136,25.4,97.5,7.8,107.2,16.43
Orange,66,32,133,19.4,91.1,7.42,102.0,16.33
Orange,124,56,101,18.5,74.5,7.88,128.9,15.89
Orange,76,65,124,23.6,84.1,6.77,91.5,17.17
Orange,101,57,80,23.5,82.2,7.36,119.7,17.29
Orange,115,70,115,23.8,103.2,6.64,107.0,16.86
Orange,104,55,72,24.4,76.3,6.03,89.3,15.22
Orange,89,44,60,25.4,101.3,6.97,100.6,14.88
Orange,78,53,118,23.0,91.4,6.56,99.8,17.48
Orange,61,65,99,20.1,78.8,6.44,104.3,16.2
Orange,93,38,118,25.4,88.4,7.62,128.8,15.45
Orange,131,36,136,25.9,95.8,7.07,93.4,16.8
Orange,102,44,139,24.4,108.2,6.73,107.2,17.06
Orange,137,38,82,24.7,91.7,6.48,96.2,16.83
Orange,109,54,139,20.2,82.9,7.56,105.0,17.69
Orange,94,66,85,21.2,81.3,7.85,99.1,17.09
Orange,143,44,132,26.8,96.1,7.2,88.5,17.33
Orange,101,66,106,27.5,85.3,6.8,121.2,17.03
Orange,61,50,86,24.8,101.0,6.21,108.2,15.7
Orange,98,30,143,21.4,75.0,6.95,106.8,15.82
Orange,66,67,117,25.7,75.3,6.89,88.6,16.18
Orange,100,48,93,22.6,92.8,6.58,118.4,17.08
Orange,118,49,131,26.1,87.6,6.78,95.4,17.52
Orange,92,58,97,26.7,89.3,7.95,96.0,16.91
Orange,140,71,101,25.5,91.3,7.99,119.7,17.02
Orange,81,44,127,22.0,108.3,6.3,116.3,16.9
Orange,122,55,115,19.5,86.4,6.67,104.4,17.76
Orange,140,55,71,24.6,78.2,6.25,96.3,16.79
Orange,60,59,96,22.7,96.0,7.12,127.7,16.43
Orange,126,32,112,22.7,87.8,6.28,117.1,17.4
Orange,76,58,69,26.8,82.0,6.02,120.7,15.89
Orange,110,52,131,19.1,103.7,7.72,95.8,16.1
Orange,124,31,101,22.9,105.8,6.32,112.0,15.98
Orange,138,56,86,27.4,88.9,6.67,93.1,17.18
Orange,109,58,100,20.2,105.8,7.04,88.4,15.91
Orange,65,65,67,20.8,98.1,7.47,109.1,16.07
Orange,91,63,111,22.0,110.3,6.37,100.7,16.8
Orange,98,38,63,22.4,96.8,6.79,101.3,16.59
Orange,67,49,98,24.3,82.7,6.5,113.4,15.7
Orange,85,36,126,21.8,103.6,7.11,113.0,15.91
Orange,123,32,111,24.7,85.8,6.1,127.7,15.48
Orange,111,49,129,21.5,107.9,7.78,105.6,16.22
Orange,84,44,106,18.8,109.2,7.6,131.7,15.62
Orange,142,49,76,19.3,110.2,6.36,93.3,15.98
Orange,62,30,76,19.4,80.7,7.37,121.1,14.25
Orange,126,70,61,25.8,85.6,7.02,127.3,16.6
Orange,126,70,127,19.2,108.9,7.09,94.2,18.01
Orange,128,40,96,22.0,74.7,7.17,103.8,16.18
Orange,115,32,105,23.7,91.3,7.82,119.0,16.18
Orange,104,39,87,19.6,83.4,6.12,114.8,16.54
Orange,106,39,105,23.8,80.2,7.25,110.8,16.67
Orange,90,51,120,23.6,106.2,6.37,108.0,17.07
Orange,121,55,92,23.2,74.8,6.63,129.5,16.99
Orange,115,47,89,19.5,87.6,8.02,127.4,16.39
Orange,85,49,143,21.9,83.5,7.79,126.1,15.81
Orange,64,68,114,23.1,103.0,7.51,94.1,16.43
Orange,85,61,73,25.9,75.5,6.63,111.5,16.68
Orange,87,50,106,18.6,93.2,6.74,103.2,15.91
Orange,141,40,137,26.8,80.2,7.69,105.4,16.87
Orange,118,31,72,27.6,107.8,7.36,91.5,15.67
Orange,111,66,141,19.3,108.6,7.94,111.7,17.53
Orange,87,48,65,21.9,94.7,6.33,98.5,15.25
Orange,76,50,137,22.1,86.1,7.95,99.2,15.86
Orange,123,71,100,19.5,76.9,7.72,95.5,16.33
Orange,98,37,93,27.2,91.6,7.27,117.4,16.24
Orange,131,71,107,24.5,82.5,7.86,131.4,16.44
Orange,119,52,80,21.1,95.1,6.24,99.0,17.02
Orange,133,35,72,25.1,110.0,8.0,120.7,16.5
Orange,128,54,132,22.5,78.4,6.38,104.9,17.58
Orange,112,33,72,26.5,74.6,6.42,96.2,15.32
Orange,113,64,117,26.4,74.4,8.02,123.4,17.35
Orange,76,42,98,20.7,105.4,6.29,105.1,15.9
Orange,76,33,109,21.6,96.8,7.84,117.4,16.5
Orange,89,33,125,26.5,79.4,7.38,122.0,16.08
Orange,96,44,140,25.5,87.7,6.42,119.3,16.14
Orange,117,39,128,24.9,109.0,7.81,113.5,16.04
Orange,85,46,84,20.5,74.0,7.37,91.7,15.15
Orange,108,44,78,27.4,80.6,7.34,93.9,15.57
Orange,129,30,74,23.3,92.2,7.07,116.7,15.94
Orange,92,44,132,19.0,105.7,7.56,117.7,16.24
Orange,138,69,108,19.0,105.9,6.81,96.9,17.75
Orange,92,63,92,22.0,78.9,6.99,117.6,16.47
Orange,71,47,75,21.2,75.0,7.1,107.1,15.99
Orange,101,50,133,26.9,97.2,6.77,112.1,17.26
Orange,100,32,97,26.0,84.6,6.16,131.9,16.19
Orange,61,61,111,26.5,77.6,7.22,128.5,15.5
Orange,133,62,120,23.7,102.0,6.46,120.7,18.06
Orange,71,56,62,22.2,92.1,6.42,130.3,15.5
Orange,129,46,86,22.0,106.0,7.93,115.3,16.95
Orange,119,69,91,24.4,107.8,6.78,123.2,16.21
Orange,61,41,96,24.2,74.3,6.18,120.3,16.04
Orange,68,53,112,18.4,96.6,7.52,123.0,15.56
Orange,82,47,97,22.2,90.4,7.73,123.2,15.97
Orange,80,62,121,26.4,104.4,7.72,91.4,16.86
Orange,79,50,75,25.7,110.1,6.63,94.6,15.63
Orange,112,54,86,26.6,91.7,8.03,101.6,15.82
Orange,104,47,129,21.9,107.2,6.78,92.8,17.28
Orange,75,53,106,23.8,83.1,7.15,111.5,16.7
Orange,140,42,118,26.8,78.3,7.4,121.7,16.51
Orange,103,35,136,18.5,98.8,6.4,95.1,15.98
Orange,143,66,63,27.3,86.5,7.32,89.7,17.11
Orange,108,59,103,18.7,79.6,7.41,106.2,16.02
Orange,100,37,86,20.8,91.8,7.18,88.0,15.83
Orange,115,61,114,25.3,76.2,6.2,91.0,16.27
Orange,70,68,104,25.0,93.3,7.46,110.9,16.17
Orange,114,46,138,24.0,91.1,6.24,121.3,17.85
Orange,133,65,137,23.3,103.4,7.99,100.6,17.68
Orange,67,53,123,21.3,95.5,7.51,104.2,17.14
Orange,117,64,97,18.5,96.3,7.42,99.3,17.26
Orange,65,69,92,19.5,85.9,7.35,91.2,16.79
Orange,133,67,78,26.8,82.0,7.39,92.2,16.19
Orange,91,49,63,26.0,77.4,7.7,103.8,14.82
Orange,64,50,96,22.7,87.6,6.69,118.0,16.05
Orange,139,71,134,18.9,104.5,8.05,100.7,16.77
Orange,106,68,141,21.0,84.4,7.63,92.5,17.4
Orange,74,50,142,24.1,102.8,7.25,127.3,15.84
Orange,130,69,96,25.4,103.4,6.29,114.3,16.91
Orange,122,63,86,23.9,91.8,6.72,118.8,16.64
Orange,141,39,136,21.6,94.9,6.49,96.7,17.71
Orange,75,70,106,19.2,91.6,6.48,105.5,17.19
Orange,124,48,134,24.0,101.3,7.27,121.0,16.81
Orange,114,49,103,22.7,85.7,6.88,117.2,17.62
Orange,66,33,122,22.2,89.2,7.96,116.8,15.31
Orange,117,64,96,24.1,103.8,7.91,114.0,17.04
Orange,139,63,71,21.7,98.1,7.18,105.2,17.24
Orange,136,43,68,21.0,95.4,6.37,99.0,15.87
Orange,123,66,111,25.9,89.5,6.09,89.3,18.0
Orange,101,45,117,23.7,98.9,7.69,109.8,16.98
Orange,137,41,112,27.6,96.3,6.03,91.5,16.68
Orange,132,49,85,26.8,84.0,6.25,124.5,16.24
Orange,129,43,134,27.3,78.6,7.72,114.3,16.33
Orange,98,54,100,24.8,75.8,6.33,122.6,16.37
Orange,83,64,134,20.4,97.8,6.79,92.1,16.36
Orange,142,40,107,24.3,96.0,6.29,103.2,16.82
Orange,139,63,103,18.5,85.2,6.98,99.6,16.58
Orange,132,68,130,23.5,91.4,7.46,98.4,18.38
Orange,128,47,70,25.9,100.7,6.44,116.5,16.15
Orange,81,62,98,19.7,93.6,6.13,95.1,16.65
Orange,122,53,74,25.4,102.2,5.99,98.8,16.41
Orange,123,49,74,27.2,84.6,7.57,107.4,15.96
Orange,138,71,120,26.2,109.0,6.82,127.2,17.47
Orange,138,41,73,23.2,78.6,6.41,108.3,16.87
Orange,123,42,133,25.8,79.8,7.22,109.2,17.4
Orange,82,50,117,22.7,83.5,7.0,108.3,16.16
Orange,62,46,129,25.1,93.7,7.9,124.4,16.41
Orange,78,47,85,18.8,96.1,7.1,115.9,16.01
Orange,136,44,118,18.7,97.3,6.4,115.5,17.05
Orange,84,45,105,24.6,82.3,8.04,94.1,15.25
Orange,136,33,143,18.7,80.5,7.7,129.2,15.87
Orange,82,39,81,24.8,90.4,7.28,131.4,16.08
Orange,80,46,125,20.5,92.5,6.67,125.4,16.65
Orange,116,47,113,23.2,81.3,7.82,117.7,17.3
Orange,117,34,119,19.3,88.6,7.58,119.4,16.33
Orange,83,43,103,26.3,82.8,6.74,98.7,15.58
Orange,103,67,124,26.7,79.7,8.04,107.6,17.89
Orange,134,54,99,22.6,82.3,6.61,111.4,16.78
Orange,125,43,65,26.0,75.0,6.86,94.2,15.22
Orange,64,57,133,25.6,87.8,7.51,98.8,15.96
Orange,138,64,91,19.6,83.0,7.75,113.8,16.47
Orange,74,37,143,24.2,98.5,7.34,96.3,15.87
Orange,70,56,108,20.8,94.7,6.82,94.6,16.8
Orange,86,34,104,24.8,108.8,6.32,90.4,15.01
Orange,77,43,125,19.9,98.2,7.1,120.7,16.47
Orange,94,36,137,19.8,108.7,7.66,112.2,15.96
Orange,79,60,109,25.6,74.0,6.06,115.3,16.04
Orange,72,67,103,19.4,99.3,7.74,112.3,16.41
Orange,75,40,89,25.2,100.8,5.95,98.0,15.18
Orange,102,61,81,18.5,95.7,6.72,130.7,15.78
Orange,97,49,113,23.6,78.4,6.34,94.6,16.85
Orange,83,63,100,23.4,83.6,6.87,91.3,16.1
Orange,85,31,97,25.1,96.8,6.89,119.0,16.07
Orange,112,69,68,23.2,108.0,7.63,101.2,17.27
Orange,95,46,110,25.3,80.6,6.0,113.2,17.1
Orange,72,67,136,18.9,110.1,6.75,117.5,17.11
Orange,133,62,89,20.0,98.9,6.21,121.5,16.27
Orange,141,71,103,26.0,103.3,7.28,125.0,16.88
Orange,68,67,120,21.3,92.8,7.19,104.7,17.53
Orange,133,31,98,18.9,99.1,6.66,113.4,16.98
Orange,72,64,98,18.5,88.7,6.59,107.5,16.51
Orange,102,71,60,24.2,88.3,8.03,118.3,16.95
Orange,96,70,82,26.4,107.4,8.03,126.7,16.83
Orange,96,52,109,27.4,85.3,7.83,127.4,16.62
Orange,90,36,72,22.9,93.9,7.01,116.9,16.59
Orange,116,60,131,21.9,103.3,7.02,117.7,17.06
Orange,128,50,125,23.9,88.6,6.92,112.5,17.67
Orange,133,47,124,19.1,78.2,6.06,128.5,17.37
Orange,116,54,72,24.5,81.8,7.57,127.4,15.72
Orange,62,60,74,22.5,103.3,7.93,88.2,14.92
Orange,124,50,122,18.8,94.4,6.46,109.6,17.66
Orange,95,50,65,22.4,81.3,8.03,123.9,16.52
Orange,80,56,120,20.0,84.7,6.13,130.0,15.91
Orange,105,55,97,21.3,73.6,5.98,127.1,16.94
Orange,76,64,123,26.4,75.0,6.85,92.5,17.13
Orange,101,34,66,27.2,93.5,7.12,112.7,16.02
Orange,133,32,73,26.1,84.5,6.09,110.3,15.81
Orange,85,38,82,21.8,97.3,8.05,107.2,16.09
Orange,107,42,105,23.7,78.4,7.01,102.6,17.17
Orange,119,68,101,21.8,84.8,7.22,124.5,17.96
Orange,98,67,64,27.3,79.2,6.92,116.7,16.48
Orange,100,55,92,20.7,78.0,7.4,128.9,16.43
Orange,86,66,62,23.5,107.1,6.06,106.3,16.66
Orange,69,32,127,27.6,88.2,6.29,97.5,15.14
Orange,141,47,134,21.4,103.2,6.49,119.2,17.08
Orange,73,56,114,19.6,83.6,6.68,126.1,15.83
Orange,112,56,97,24.4,98.9,6.02,93.8,16.29
Orange,141,36,135,19.9,109.1,7.69,114.9,16.27
Orange,116,60,116,21.9,88.7,5.97,117.3,17.2
Orange,70,68,93,21.5,108.0,6.15,105.5,16.05
Orange,136,39,90,23.5,103.1,6.07,111.9,17.33
Orange,116,32,93,18.7,89.2,7.55,118.1,16.0
Orange,126,56,75,22.4,75.1,7.49,123.0,17.17
Orange,105,68,135,22.3,82.6,7.83,114.8,17.6
Orange,71,69,80,23.8,108.6,7.38,88.6,16.37
Orange,101,52,74,26.5,94.8,6.37,123.7,15.28
Orange,115,55,69,21.4,89.0,6.52,89.8,16.35
Orange,68,38,99,24.5,74.4,7.02,97.1,16.15
Orange,100,32,75,18.9,100.4,7.93,129.3,14.94
Orange,114,34,105,27.1,94.9,6.07,127.9,15.72
Orange,75,55,82,20.5,86.7,7.8,117.2,15.5
Orange,76,55,117,20.3,97.3,6.31,91.7,16.03
Orange,126,35,103,24.3,81.1,6.41,118.5,16.69
Orange,80,35,101,22.3,94.9,7.68,127.2,16.07
Orange,100,57,85,26.7,105.6,7.28,88.5,16.13
Orange,70,31,122,26.8,100.1,7.48,88.6,15.57
Orange,95,45,104,21.5,109.9,7.29,96.7,15.68
Orange,80,58,98,21.1,90.4,7.38,122.4,16.55
Orange,139,31,76,27.4,105.5,6.4,97.0,15.99
Orange,87,47,86,20.4,108.8,6.15,128.9,16.24
Orange,126,46,127,25.1,102.0,7.84,112.5,16.8
Orange,132,58,97,27.2,88.8,6.69,126.3,17.62
Orange,61,41,114,25.8,102.5,6.88,88.2,15.23
Orange,137,46,111,19.6,105.8,7.04,93.9,16.02
Orange,75,42,61,23.8,91.6,7.83,91.6,14.55
Orange,75,39,112,24.9,109.8,7.61,113.3,15.73
Orange,95,65,106,26.9,96.8,7.5,100.1,17.06
Orange,116,52,67,26.1,76.0,6.03,126.6,15.29
Orange,109,62,84,20.0,79.7,6.56,97.3,16.07
Orange,70,62,133,20.5,75.0,6.06,90.7,16.78
Orange,73,43,60,18.7,78.3,5.95,96.7,14.55
Orange,102,56,62,18.6,90.3,5.99,94.7,16.16
Orange,87,46,77,23.1,89.5,6.29,107.1,16.66
Orange,126,41,104,21.0,82.1,5.96,125.5,15.96
Orange,89,47,139,22.2,74.1,8.03,120.4,16.46
Orange,124,69,113,21.4,90.5,6.87,98.7,17.56
Orange,141,40,106,20.5,94.9,7.78,100.1,16.31
Orange,101,62,111,21.3,102.9,7.71,98.9,16.13
Orange,79,52,99,23.6,79.6,6.46,114.9,16.78
Orange,120,49,103,23.8,106.3,7.07,121.1,16.5
Orange,126,59,104,25.5,106.1,7.36,104.1,17.16
Orange,75,52,88,19.0,101.5,6.55,90.1,15.03
Orange,82,53,131,21.7,77.0,6.69,127.8,17.21
Orange,81,68,129,20.1,104.4,7.04,129.0,16.12
Orange,111,60,121,23.4,105.5,6.54,112.1,17.93
Orange,116,45,82,19.6,103.1,7.09,106.1,15.61
Orange,95,32,88,22.0,98.8,7.76,130.7,15.0
Orange,117,48,75,22.3,87.0,7.35,93.4,16.67
Orange,70,64,79,24.5,104.9,6.23,130.9,15.5
Orange,117,42,137,24.7,90.8,7.17,127.1,16.72
Orange,133,41,68,20.5,81.9,7.43,90.5,15.66
Orange,84,60,60,25.1,91.6,7.5,88.2,16.2
Orange,92,36,102,26.8,75.6,7.87,119.9,15.98
Orange,69,48,84,18.9,101.7,6.25,122.2,15.21
Orange,123,46,112,24.2,92.4,7.57,88.7,16.97
Orange,130,34,104,23.4,95.8,7.92,105.0,16.42
Orange,66,32,83,25.0,109.1,8.03,114.3,14.31
Orange,124,33,126,20.1,100.5,6.28,108.9,17.2
Orange,86,36,66,22.2,89.9,6.39,125.4,16.06
Orange,108,50,96,22.6,99.7,7.39,113.7,16.91
Orange,78,53,129,24.5,86.5,6.88,113.9,16.31
Orange,128,33,103,26.7,99.2,7.04,100.4,15.82
Orange,121,30,96,20.4,96.8,6.5,124.9,16.0
Orange,119,62,97,20.3,104.3,6.18,120.9,16.72
Orange,88,57,111,22.1,75.3,6.23,118.4,16.89
Orange,112,37,116,19.8,104.0,6.6,89.3,17.0
Orange,142,43,111,20.1,104.7,6.47,91.9,17.09
Orange,83,55,121,25.1,82.4,6.55,124.0,16.92
Orange,82,33,89,19.8,104.9,7.58,99.2,15.69
Orange,117,34,78,20.4,108.0,6.07,103.2,16.35
Orange,92,58,135,23.8,109.6,6.08,103.3,16.52
Orange,125,45,85,27.6,102.3,6.24,116.9,17.02
Orange,75,54,72,20.7,104.2,8.0,130.8,15.32
Orange,95,48,114,24.4,83.7,6.78,124.6,16.02
Orange,93,55,101,26.1,75.3,6.23,122.4,15.66
Orange,79,32,98,24.4,95.2,7.57,119.4,16.15
Orange,122,70,68,18.9,87.0,7.76,100.7,16.49
Orange,112,33,123,26.2,91.3,7.13,125.0,16.63
Orange,136,36,125,24.3,94.8,6.14,96.6,16.38
Orange,67,63,128,24.1,91.6,7.05,108.8,17.15
Orange,75,67,141,24.8,76.9,6.84,105.9,17.21
Orange,93,71,92,24.5,97.4,6.63,100.5,17.01
Orange,60,61,138,19.9,86.5,7.67,105.0,16.92
Orange,120,64,110,23.5,103.2,7.96,111.3,17.39
Orange,66,62,128,20.3,99.6,7.57,98.3,16.15
Orange,69,40,69,24.8,98.9,6.06,109.5,15.68
Orange,84,43,134,23.3,107.7,7.15,127.5,16.73
Orange,130,41,108,24.0,76.9,7.49,98.5,16.26
Orange,99,55,93,27.3,85.9,7.24,88.1,16.08
Orange,64,48,83,18.5,81.3,7.53,89.3,15.18
Orange,95,60,67,27.3,87.7,6.77,120.6,15.44
